Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
48,murphy_0048,axminster,,,,,,,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Axminster: the knotted pile carpet of british make, tufted by hand and woven on the hand loom.",textile fabrics,"Axminster: the knotted pile carpet of british make, tufted by hand and woven on the hand loom.",textile fabrics,,
49,murphy_0049,Azo Dyes,,,,,,"colours derived from naphthalene, the second distillate of coal tar.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Azo Dyes: colours derived from naphthalene, the second distillate of coal tar.",chemicals,"Azo Dyes: colours derived from naphthalene, the second distillate of coal tar.",dyes,,
50,murphy_0050,Back,,,,,,the under side of a faced or double cloth.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Back: the under side of a faced or double cloth.,textile fabrics,Back: the under side of a faced or double cloth.,textile fabrics,,
51,murphy_0051,Backed Cloths,,,,,,"cloths which are made thick by extra weft, extra warp, or another ply of cloth, woven on the back.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Backed Cloths: cloths which are made thick by extra weft, extra warp, or another ply of cloth, woven on the back.",textile fabrics,"Backed Cloths: cloths which are made thick by extra weft, extra warp, or another ply of cloth, woven on the back.",textile fabrics,,
52,murphy_0052,Backfilled R. Finish,,,,,,a kind of cotton finishing.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Backfilled R. Finish: a kind of cotton finishing.,manufacturing processes,Backfilled R. Finish: a kind of cotton finishing.,manufacturing processes,,
53,murphy_0053,Backing,,,,,,the weft or warp employed in forming the back of a faced cloth.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Backing: the weft or warp employed in forming the back of a faced cloth.,textile fabrics,Backing: the weft or warp employed in forming the back of a faced cloth.,textile fabric components,,
54,murphy_0054,Backing-Off,,,,,,uncoiling the slack yarn from the spindle on the mule spinning frame.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Backing-Off: uncoiling the slack yarn from the spindle on the mule spinning frame.,manufacturing processes,Backing-Off: uncoiling the slack yarn from the spindle on the mule spinning frame.,manufacturing processes,,
55,murphy_0055,Back Roller,,,,,,that roller in a set of drawing rollers which first takes in the sliver or roving on drawing and spinning frames.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Back Roller: that roller in a set of drawing rollers which first takes in the sliver or roving on drawing and spinning frames.,textile machinery,Back Roller: that roller in a set of drawing rollers which first takes in the sliver or roving on drawing and spinning frames.,textile machinery,,
56,murphy_0056,Back Stop-Motion,,,,,,any one of the several appliances designed to stop the motion of a spinning or drawing frame when a fault occurs.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Back Stop-Motion: any one of the several appliances designed to stop the motion of a spinning or drawing frame when a fault occurs.,textile machinery,Back Stop-Motion: any one of the several appliances designed to stop the motion of a spinning or drawing frame when a fault occurs.,textile machinery,,
57,murphy_0057,Backwashing,,,,,,the operation of washing the wool after gilling and before combing.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Backwashing: the operation of washing the wool after gilling and before combing.,manufacturing processes,Backwashing: the operation of washing the wool after gilling and before combing.,manufacturing processes,,
58,murphy_0058,Bagging,,,,,,"coarse canvas cloth, made of jute.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bagging: coarse canvas cloth, made of jute.",textile fabrics,"Bagging: coarse canvas cloth, made of jute.",textile fabrics,,
59,murphy_0059,Baize,,,,,,"heavy woollen cloth woven with thick warp and weft and felted, usually green in colour.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Baize: heavy woollen cloth woven with thick warp and weft and felted, usually green in colour.",textile fabrics,"Baize: heavy woollen cloth woven with thick warp and weft and felted, usually green in colour.",textile fabrics,,
60,murphy_0060,Bale,,,,,,a package of raw cotton. the size of the bale has not been standardized. american cotton bales average about 500 lb. in weigfht and 26 cubic feet in bulk ; brazilian and peruvian bales vary greatly both in vveigfht and size. also a package of cloth.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bale: a package of raw cotton. the size of the bale has not been standardized. american cotton bales average about 500 lb. in weigfht and 26 cubic feet in bulk ; brazilian and peruvian bales vary greatly both in vveigfht and size. also a package of cloth.,units of measurement,Bale: a package of raw cotton. the size of the bale has not been standardized. american cotton bales average about 500 lb. in weigfht and 26 cubic feet in bulk ; brazilian and peruvian bales vary greatly both in vveigfht and size. also a package of cloth.,textile waste materials,,
