Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,categories_1,categories_2,categories_3,Author,Title,Year,Link
76,murphy_0076,basic colours,,,,,,a class of coal-tar colours consisting of almost pure colour salts.,textile dye,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
77,murphy_0077,basket -weave,,,,,,"a variation of the plain weave, in which the same crossing of warp and weft is repeated as often as the size of the pattern requires.",textile weave,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
78,murphy_0078,bast fibres,,,,,,"those fibres which are derived from the inner bark of plants or shrubs are called bast fibres; glax, hemp, jute, and ramie are typical.",textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
79,murphy_0079,batch,,,,,,the product of a spinning frame doffed at one time.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
80,murphy_0080,batching,,,,,,the ranging of fibres or yarns into quantities; the mixing and oiling of jute.,textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
81,murphy_0081,batten,,,,,,"the bar which forms the base of the loom slay; the frame which carries the jacquard cylinder; sometimes applied to the whole slay of a loom, including reed, shuttle race, and shuttle boxes.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
82,murphy_0082,batt frame,,,,,,a machine devised to combine slivers into laps.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
83,murphy_0083,beam,,,,,,"a term applied to any loom cylinder, viz.: (i) warp beam, the roller upon which the warp is wound and fixed in the loom; (2) cloth beam, the roller upon which the woven cloth is wound; (3) breast beam, which is placed in the front of the loom to guide the cloth on to the beam ; (4) back beam, which guides the warp from the warp beam slung below to the back of the heald shafts.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
84,murphy_0084,beamer,,,,,,the workman who lays the warp on the beam.,textile industry occupation,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
85,murphy_0085,beard,,,,,,the hook on the end of a knittingmachine needle.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
86,murphy_0086,beater,,,,,,"a set of arms fixed on a revolving spindle or roller, breaking open and softening the masses of fibre forced into the circle of its revolution.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
87,murphy_0087,beating-up,,,,,,"the action of the reed upon each pick of weft, driving it into the warp.",textile manufacturing process,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
88,murphy_0088,beaver,,,,,,"a faced woollen cloth, heavily milled and finished by raising the nap, shearing and brushing.",textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
89,murphy_0089,beck,,,,,,the vessel full of dye through which the goods are worked.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
90,murphy_0090,bed,,,,,,"the base of a machine, or the plate upon which an operation is performed.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
91,murphy_0091,beer,,,,,,"a term denoting forty threads of warp; sometimes spelt bier; a warp is said to consist of so many beers ; or, in warps running in strands, of so many half-beers.",textile industry unit of measurement,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
92,murphy_0092,beet,,,,,,a beet of lint is a bundle of flax made up for the mill.,textile fabric component,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
93,murphy_0093,beetle,,,,,,a heavy wooden club used for beating linen and cotton bleached fabrics to impart lustre.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
94,murphy_0094,beetling machine,,,,,,"the machine in which beetles are geared over a cylinder, delivering a rapid succession of blows upon the cloths wound upon the cylinder.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
